id,year,region,CO2,log_CO2,GDP,log_GDP,CO2_intensity,tax,tax_rate,time,pop,log_pop,hh_income,log_hh_income,energy_supply,log_energy_supply,gas_price,hh_heating_fuel_price,electricity_price,RE_elec_generation,log_RE
1,1990,Alberta,127.569585,4.84866198,"115,758",11.65925708,0.001102037,0,0,0,"2,547,788",14.75073609,,,,,53.89583333,,21.575,,
1,1991,Alberta,127.4968878,4.848091955,"112,838",11.63370844,0.001129911,0,0,0,"2,592,306",14.76805839,,,,,50.14166667,,24.16666667,,
1,1992,Alberta,132.4714695,4.886367298,"113,262",11.63745900,0.001169602,0,0,0,"2,632,672",14.78350986,,,,,47.08333333,,25.71666667,,
1,1993,Alberta,136.3123804,4.914949167,"117,252",11.67208074,0.001162559,0,0,0,"2,667,292",14.79657428,,,,,46.5,,26.26666667,,
1,1994,Alberta,143.6295854,4.967237662,"122,500",11.71586631,0.001172486,0,0,0,"2,700,606",14.80898675,,,,,46.4,,26.9,,
1,1995,Alberta,145.9046019,4.982952996,"123,489",11.72390736,0.001181519,0,0,0,"2,734,519",14.82146611,,,"1,984,276",,48.775,,26.775,,
1,1996,Alberta,149.6899317,5.008566033,"127,185",11.75339800,0.001176946,0,0,0,"2,775,133",14.83620923,,,"1,986,647",,50.63333333,,28.025,,
1,1997,Alberta,154.6638251,5.041253891,"141,802",11.86218700,0.001090703,0,0,0,"2,829,848",14.85573356,,,"1,867,760",,52.63333333,,28.4,,
1,1998,Alberta,154.0184223,5.037072221,"150,627",11.92256186,0.001022515,0,0,0,"2,899,066",14.87989917,,,"1,740,616",,47.94166667,,23.54166667,,
1,1999,Alberta,160.5627979,5.07868513,"151,918",11.93109618,0.001056904,0,0,0,"2,952,692",14.89822785,"71,089",11.17168789,"1,682,184",,52.01666667,,26.275,,
1,2000,Alberta,168.2797447,5.125627742,"165,298",12.01550518,0.001018039,0,0,0,"3,004,198",14.91552120,"77,615",11.25951599,"1,386,433",,63.7875,,28.2,,
1,2001,Alberta,168.318819,5.125859913,"175,656",12.07628282,0.00095823,0,0,0,"3,058,108",14.93330698,"87,443",11.37874243,"1,242,915",,62.92083333,,33.2,,
1,2002,Alberta,170.5727899,5.139162126,"180,089",12.10120645,0.000947158,0,0,0,"3,128,429",14.95604152,"90,872",11.4172072,"1,290,629",,63.9875,,41.90833333,,
1,2003,Alberta,179.140511,5.188170476,"187,935",12.14385144,0.000953205,0,0,0,"3,183,065",14.97335513,"94,848",11.46003089,"1,245,595",,66.85833333,,54.20833333,,
1,2004,Alberta,176.7970353,5.175002381,"199,624",12.20419088,0.00088565,0,0,0,"3,238,668",14.99067269,"102,574",11.53833977,"2,623,918",,75.3375,,45.975,,
1,2005,Alberta,179.6547721,5.191037077,"222,857",12.31428559,0.000806144,0,0,0,"3,321,768",15.01600773,"112,596",11.63156147,"2,647,851",,85.4875,,44.04166667,174174.6,12.06781352
1,2006,Alberta,185.9284552,5.22536195,"241,597",12.39502633,0.000769581,0,0,0,"3,421,434",15.04557032,"126,319",11.74656573,"2,750,904",,91.65,,53.15833333,173412.6,12.06342901
1,2007,Alberta,195.3055975,5.274565499,"252,928",12.44086014,0.000772179,0,0,0,"3,514,147",15.07230738,"133,869",11.80461699,"2,935,875",,97.6125,,61,182119.6,12.11241889
1,2008,Alberta,193.5490432,5.265530934,"260,091",12.46878685,0.000744159,0,0,1,"3,595,856",15.09529263,"145,248",11.88619791,"2,851,148",,110.1083333,,61.05833333,188787.8,12.14837891
1,2009,Alberta,189.6000553,5.244916881,"234,339",12.36452406,0.000809085,0,0,1,"3,678,996",15.11815045,"146,778",11.89667652,"2,853,539",,87.6375,,58.65833333,191295,12.16157202
1,2010,Alberta,195.7234979,5.276702938,"257,217",12.45767537,0.000760928,0,0,1,"3,732,082",15.13247681,"162,655",11.99938667,"2,990,765",,91.54583333,,56.8,179781.25,12.09949611
1,2011,Alberta,204.5075887,5.320605083,"273,737",12.51992307,0.000747095,0,0,1,"3,789,030",15.14762061,"164,618",12.01138292,"3,245,836",,109.5875,,72.825,192158.22,12.16607437
1,2012,Alberta,211.839297,5.355827954,"291,076",12.58133968,0.00072778,0,0,1,"3,874,548",15.16993957,"177,761",12.08819523,"3,370,968",,111.0583333,,70.925,195466.31,12.18314332
1,2013,Alberta,217.9516379,5.384273194,"310,267",12.64518850,0.000702465,0,0,1,"3,981,011",15.19704637,"188,132",12.14489912,"3,395,371",,110.9166667,,,208844,12.24934284
1,2014,Alberta,221.4451395,5.400174882,"321,825",12.68176320,0.000688092,0,0,1,"4,083,648",15.22250126,"199,299",12.20256149,"3,451,505",,112.75,,100,204275.23,12.22722353
1,2015,Alberta,224.3529894,5.413220657,"297,615",12.60355598,0.000753836,0,0,1,"4,144,491",15.23729054,"208,542",12.24789574,"3,485,680",,95.55,,85.63333333,201246.96,12.21228809
1,2016,Alberta,211.9921584,5.356549285,"279,292",12.54001311,0.000759034,0,0,1,"4,196,061",15.24965679,"193,998",12.17560313,"3,373,346",,87.95416667,,73.03333333,207719.48,12.24394379
1,2017,Alberta,220.6031471,5.396365373,"285,508",12.56202533,0.000772669,0,0,1,"4,241,100",15.26033323,"203,334",12.22260523,"3,528,582",,99.67916667,,74.225,212295.24,12.26573323
1,2018,Alberta,221.5864988,5.400813027,"287,965",12.57059422,0.000769491,0,0,1,"4,298,275",15.27372434,"206,859",12.23979268,"3,732,674",,118.3,,98.98333333,210989.03,12.25956142
1,2019,Alberta,225.0970266,5.416531539,"284,947",12.56005848,0.000789961,0,0,1,"4,362,576",15.28857327,"209,797",12.25389568,"3,805,584",,104.1666667,,109.7416667,211635.78,12.26262206
2,1990,British Columbia,39.98354567,3.688468011,"129,331",11.77013029,0.000309157,1,0,0,"3,292,111",15.00703956,,,,,60.76666667,35.06666667,51.8,,
2,1991,British Columbia,38.60567498,3.653399286,"131,680",11.78813002,0.000293178,1,0,0,"3,373,787",15.03154641,,,,,58.025,40.7375,52.525,,
2,1992,British Columbia,37.89932397,3.634933275,"136,186",11.82177688,0.000278291,1,0,0,"3,468,802",15.05931985,,,,,52.97083333,39.7125,54.35833333,,
2,1993,British Columbia,40.37064895,3.69810301,"139,480",11.84567650,0.000289437,1,0,0,"3,567,772",15.08745187,,,,,52.875,40.44166667,56.65,,
2,1994,British Columbia,42.61866503,3.752292304,"146,042",11.89164953,0.000291825,1,0,0,"3,676,075",15.11735616,,,,,53.7125,40.5375,57.2,,
2,1995,British Columbia,46.02555649,3.829196818,"146,436",11.89434375,0.000314305,1,0,0,"3,777,390",15.14454385,,,"984,774",,56.64166667,40.55833333,57.2,,
2,1996,British Columbia,47.49946337,3.860718414,"150,523",11.92187118,0.000315563,1,0,0,"3,874,317",15.16987995,,,"1,063,234",,58.55833333,41.5,57.2,,
2,1997,British Columbia,46.44918581,3.838358937,"156,828",11.96290494,0.000296179,1,0,0,"3,948,583",15.18886734,,,"1,004,995",,58.925,44.05416667,57.2,,
2,1998,British Columbia,47.32984812,3.857141135,"156,401",11.96017850,0.000302619,1,0,0,"3,983,113",15.19757423,,,"1,037,626",,51.64166667,41.05833333,57.2,,
2,1999,British Columbia,48.80518467,3.88783655,"159,552",11.98012517,0.000305889,1,0,0,"4,011,375",15.20464463,"92,525",11.43523416,"1,071,713",,56.7625,42.55416667,57.2,,
2,2000,British Columbia,49.90681008,3.910157468,"164,808",12.01253644,0.000302818,1,0,0,"4,039,230",15.21156464,"96,466",11.47694589,"1,158,708",,71.31666667,57.52083333,57.2,,
2,2001,British Columbia,51.58914287,3.943311241,"170,262",12.04509371,0.000302999,1,0,0,"4,076,950",15.22085972,"102,482",11.53744245,"1,173,994",,71.43333333,58.04166667,57.2,,
2,2002,British Columbia,48.83562381,3.888460043,"175,025",12.07268410,0.000279021,1,0,0,"4,100,564",15.22663508,"108,735",11.59666901,"1,075,880",,72.17083333,53.9,57.2,,
2,2003,British Columbia,48.77318639,3.887180703,"180,892",12.10565545,0.000269626,1,0,0,"4,124,482",15.23245099,"111,570",11.62240748,"1,086,826",,78.95,61.02916667,57.2,,
2,2004,British Columbia,50.40681736,3.920126431,"190,151",12.15557377,0.000265088,1,0,0,"4,155,651",15.23997965,"116,645",11.66689041,"1,080,303",,87.91666667,70.85416667,59.3,,
2,2005,British Columbia,48.82605309,3.888264045,"199,896",12.20555251,0.000244257,1,0,0,"4,196,062",15.24965702,"121,814",11.71025057,"1,076,962",,98.12083333,89.425,60,174174.6,12.06781352
2,2006,British Columbia,48.80864416,3.887907432,"212,006",12.26436986,0.000230223,1,0,0,"4,241,794",15.26049685,"132,885",11.79723937,"1,060,418",,104.6291667,91.55833333,60,173412.6,12.06342901
2,2007,British Columbia,49.06338803,3.893113095,"221,950",12.31020741,0.000221056,1,0,0,"4,290,984",15.27202664,"141,344",11.85895191,"1,080,923",,108.2208333,96.70416667,62.20833333,182119.6,12.11241889
2,2008,British Columbia,49.91554928,3.910332563,"228,456",12.33909891,0.000218491,1,10,1,"4,349,336",15.28553375,"148,261",11.90672951,"1,076,563",,121.9166667,120.9583333,64.625,188787.8,12.14837891
2,2009,British Columbia,47.00977414,3.850355541,"222,820",12.31411955,0.000210976,1,15,1,"4,410,506",15.29949998,"150,819",11.92383572,"1,041,273",,102.9958333,88.18333333,69.675,191295,12.16157202
2,2010,British Columbia,46.1349036,3.831569792,"231,029",12.35029852,0.000199693,1,20,1,"4,465,546",15.31190205,"161,446",11.991926,"1,033,752",,112.2208333,104.3333333,79.775,179781.25,12.09949611
2,2011,British Columbia,46.5178941,3.839837058,"235,419",12.36912218,0.000197596,1,25,1,"4,502,104",15.32005540,"162,843",12.00054183,"1,031,211",,127.925,124.6958333,83.68333333,192158.22,12.16607437
2,2012,British Columbia,46.32436438,3.835668051,"241,975",12.39658969,0.000191443,1,30,1,"4,566,769",15.33431651,"169,322",12.03955751,"1,012,058",,129.3583333,130.425,90.925,195466.31,12.18314332
2,2013,British Columbia,47.50067987,3.860744024,"244,269",12.40602536,0.000194461,1,30,1,"4,630,077",15.34808406,"178,410",12.09183955,"1,043,899",,132.2833333,130.4458333,93.35,208844,12.24934284
2,2014,British Columbia,47.61523337,3.863152739,"251,975",12.43708516,0.000188968,1,30,1,"4,707,103",15.36458320,"183,462",12.11976284,"1,046,217",,132.3416667,135.4416667,100,204275.23,12.22722353
2,2015,British Columbia,46.71690361,3.844106061,"257,194",12.45758594,0.000181641,1,30,1,"4,776,388",15.37919517,"192,232",12.16645825,"1,025,409",,120.1291667,112.4166667,106.675,201246.96,12.21228809
2,2016,British Columbia,49.17225063,3.895329453,"266,460",12.49297942,0.000184539,1,30,1,"4,859,250",15.39639466,"198,191",12.19698649,"1,064,344",,114.975,102.3541667,111.5,207719.48,12.24394379
2,2017,British Columbia,50.5729797,3.923417436,"277,778",12.53457751,0.000182063,1,30,1,"4,929,384",15.41072459,"210,907",12.25917256,,,130.2708333,115.4,115.525,212295.24,12.26573323
2,2018,British Columbia,52.65701052,3.963799383,"284,770",12.55943712,0.000184911,1,35,1,"5,010,476",15.42704148,"216,056",12.28329291,,,146.4625,134.8708333,119.125,210989.03,12.25956142
2,2019,British Columbia,52.893179,3.968274389,"294,553",12.59321423,0.000179571,1,40,1,"5,094,796",15.44373018,"229,220",12.34243752,,,145.4625,133.2833333,121.575,211635.78,12.26262206
3,1990,Manitoba,12.29338721,2.509061493,"38,868",10.56792657,0.000316286,0,0,0,"1,105,421",13.91573682,,,,,55.325,36.86666667,68.95,,
3,1991,Manitoba,11.75846403,2.464573324,"38,105",10.54810079,0.000308581,0,0,0,"1,109,604",13.91951375,,,,,52.84166667,42.53333333,71.175,,
3,1992,Manitoba,11.70662381,2.460154819,"37,953",10.54410383,0.000308451,0,0,0,"1,112,689",13.92229017,,,,,49.53333333,41.01666667,72.9,,
3,1993,Manitoba,11.70515491,2.460029335,"38,378",10.55523966,0.000304996,0,0,0,"1,117,618",13.92671019,,,,,52.1,42.53333333,73.3,,
3,1994,Manitoba,11.78323709,2.466677936,"38,839",10.56718018,0.000303387,0,0,0,"1,123,230",13.93171902,,,,,52.25833333,41.75833333,73.375,,
3,1995,Manitoba,12.37603898,2.515762263,"39,704",10.58920722,0.000311708,0,0,0,"1,129,150",13.93697570,,,"407,638",,54.64166667,41.88333333,73.475,,
3,1996,Manitoba,12.80310575,2.549687778,"40,683",10.61356559,0.000314704,0,0,0,"1,134,196",13.94143459,,,"571,721",,56.86666667,44.35833333,73.575,,
3,1997,Manitoba,12.30868756,2.510305319,"42,414",10.65523378,0.000290203,0,0,0,"1,136,128",13.94313655,,,"719,211",,57.36666667,47.775,73.675,,
3,1998,Manitoba,12.61143636,2.53460405,"43,096",10.67118546,0.000292636,0,0,0,"1,137,489",13.94433376,,,"844,416",,53.3,47.025,73.7,,
3,1999,Manitoba,12.45456111,2.52208691,"44,182",10.69607275,0.000281892,0,0,0,"1,142,448",13.94868389,"24,274",10.0971611,"975,574",,57.275,45.55,73.7,,
3,2000,Manitoba,12.96518132,2.562267404,"44,972",10.71379535,0.000288295,0,0,0,"1,147,313",13.95293324,"25,214",10.13515467,"1,198,285",,66.66666667,56.06666667,73.7,,
3,2001,Manitoba,11.78619874,2.466929249,"46,067",10.73785214,0.000255849,0,0,0,"1,151,454",13.95653605,"26,643",10.19028173,"1,403,730",,65.03333333,60.15833333,73.7,,
3,2002,Manitoba,12.2174555,2.502865708,"47,186",10.76185252,0.000258921,0,0,0,"1,156,680",13.96106439,"27,846",10.23444461,"1,430,746",,63.18333333,53.01666667,73.7,,
3,2003,Manitoba,12.35458807,2.514027498,"48,331",10.78582846,0.000255625,0,0,0,"1,163,596",13.96702577,"28,597",10.2610571,"1,626,414",,67.58333333,60.825,72.825,,
3,2004,Manitoba,12.61180786,2.534633507,"50,011",10.81999826,0.000252181,0,0,0,"1,173,238",13.97527801,"30,013",10.3093859,"273,577",,76.71666667,64.41666667,73.98333333,,
3,2005,Manitoba,12.40018427,2.517711333,"51,233",10.84413913,0.000242035,0,0,0,"1,178,264",13.97955273,"30,985",10.3412585,"283,758",,90.00833333,81.65,77.475,174174.6,12.06781352
3,2006,Manitoba,12.15279535,2.497559213,"53,149",10.88085457,0.000228655,0,0,0,"1,183,562",13.98403909,"32,757",10.39687196,"287,333",,96.59166667,83.98333333,77.9,173412.6,12.06342901
3,2007,Manitoba,12.83374629,2.552078131,"55,841",10.93026365,0.000229827,0,0,0,"1,189,451",13.98900241,"34,965",10.46210284,"273,842",,102.2166667,91.5,79.48333333,182119.6,12.11241889
3,2008,Manitoba,12.51572896,2.52698617,"58,720",10.98053566,0.000213143,0,0,1,"1,197,775",13.99597623,"37,387",10.52907833,"272,277",,115.8166667,115.8,79.8,188787.8,12.14837891
3,2009,Manitoba,11.64071403,2.454508783,"58,512",10.97698714,0.000198946,0,0,1,"1,208,556",14.00493682,"38,859",10.56769499,"265,030",,94.43333333,82.725,84.925,191295,12.16157202
3,2010,Manitoba,11.47441054,2.440119386,"61,418",11.02545823,0.000186825,0,0,1,"1,220,780",14.01500056,"41,776",10.64007729,"287,614",,97.46666667,94.66666667,88.225,179781.25,12.09949611
3,2011,Manitoba,11.65917341,2.456093287,"62,880",11.04898343,0.000185419,0,0,1,"1,233,649",14.02548700,"42,315",10.65289691,"295,571",,114.6,113.8083333,90.175,192158.22,12.16607437
3,2012,Manitoba,12.64272518,2.537081965,"64,827",11.07947746,0.000195023,0,0,1,"1,249,975",14.03863411,"44,488",10.70297477,"301,185",,118.3416667,115.9666667,92.86666667,195466.31,12.18314332
3,2013,Manitoba,12.86830384,2.554767221,"65,752",11.09364537,0.00019571,0,0,1,"1,264,620",14.05028224,"46,529",10.74783105,"326,181",,120.35,119.8666667,97.1,208844,12.24934284
3,2014,Manitoba,13.13866552,2.575559449,"66,930",11.11140258,0.000196305,0,0,1,"1,279,014",14.06160003,"47,705",10.77279149,"324,655",,118,127.0083333,100,204275.23,12.22722353
3,2015,Manitoba,12.70523099,2.542013798,"67,768",11.12384539,0.000187481,0,0,1,"1,292,227",14.07187764,"50,125",10.82227516,"312,247",,97.33333333,97.00833333,102.5666667,201246.96,12.21228809
3,2016,Manitoba,12.88899932,2.556374182,"67,976",11.12690998,0.000189611,0,0,1,"1,314,139",14.08869226,"51,060",10.84075669,"312,525",,92.08333333,87.34166667,106.3583333,207719.48,12.24394379
3,2017,Manitoba,13.45399604,2.599276165,"70,289",11.16037059,0.00019141,0,0,1,"1,334,790",14.10428453,"53,705",10.89126139,"307,256",,97.375,97.64166667,109.9,212295.24,12.26573323
3,2018,Manitoba,14.10665136,2.646646414,"71,467",11.17699108,0.000197387,0,0,1,"1,352,825",14.11770556,"54,547",10.90681799,"351,119",,113.0666667,117.0416667,114.0416667,210989.03,12.25956142
3,2019,Manitoba,13.82926042,2.626786668,"72,062",11.18528214,0.000191908,0,0,1,"1,369,954",14.13028772,"55,616",10.92622621,"340,885",,109.0333333,114.6,117.1916667,211635.78,12.26262206
4,1990,New Brunswick,14.60690582,2.681494418,"23,855",10.07974912,0.000612321,0,0,0,"740,156",13.51461625,,,,,,,54.5,,
4,1991,New Brunswick,13.96335169,2.636436161,"24,008",10.08614239,0.000581612,0,0,0,"745,567",13.52190028,,,,,,,57.125,,
4,1992,New Brunswick,14.68521649,2.686841307,"23,991",10.08543404,0.000612114,0,0,0,"748,121",13.52532001,,,,,55.7,38.20833333,57.5,,
4,1993,New Brunswick,13.91130066,2.632701507,"24,371",10.10114918,0.000570814,0,0,0,"748,812",13.52624323,,,,,54.74166667,38.7,59.6,,
4,1994,New Brunswick,15.32284572,2.729344899,"24,311",10.09868420,0.000630284,0,0,0,"750,185",13.52807512,,,,,53.625,36.2,61.125,,
4,1995,New Brunswick,15.82733323,2.761738397,"24,857",10.12089468,0.000636735,0,0,0,"750,943",13.52908503,,,"157,064",,56.01666667,35.15833333,62.5,,
4,1996,New Brunswick,15.34210136,2.730600772,"25,378",10.14163794,0.000604543,0,0,0,"752,268",13.53084792,,,"187,197",,55.14166667,41.66666667,64.075,,
4,1997,New Brunswick,17.86641746,2.882922831,"25,428",10.14360621,0.000702628,0,0,0,"752,511",13.53117089,,,"211,058",,60.175,46.375,65.975,,
4,1998,New Brunswick,18.66928149,2.926879472,"26,873",10.19887734,0.000694723,0,0,0,"750,530",13.52853490,,,"216,226",,55.35,41.54166667,67.9,,
4,1999,New Brunswick,17.65520005,2.87103036,"28,686",10.26416448,0.000615464,0,0,0,"750,601",13.52862950,"14,841",9.6051489,"215,625",,59.15,40.90833333,69.4,,
4,2000,New Brunswick,18.89993023,2.939158231,"29,169",10.28086178,0.000647946,0,0,0,"750,517",13.52851758,"15,316",9.636653313,"424,319",,73.30833333,59.36666667,69.4,,
4,2001,New Brunswick,20.73331156,3.031741661,"28,624",10.26200081,0.000724333,0,0,0,"749,820",13.52758846,"16,012",9.68109372,"182,020",,70.01666667,58.66666667,68.825,,
4,2002,New Brunswick,19.37326676,2.963894114,"29,387",10.28830768,0.000659246,0,0,0,"749,372",13.52699080,"16,624",9.718602713,"223,014",,72.51666667,54.9,67.85,,
4,2003,New Brunswick,19.08874413,2.949098849,"30,205",10.31576275,0.000631973,0,0,0,"749,441",13.52708287,"17,049",9.74384683,"201,106",,78.76666667,62.425,69.075,,
4,2004,New Brunswick,19.97202516,2.994332552,"31,165",10.34705095,0.000640848,0,0,0,"749,419",13.52705352,"17,719",9.782392789,"242,228",,87.96666667,66.025,70.15,,
4,2005,New Brunswick,18.07230591,2.894380706,"32,117",10.37714076,0.000562702,0,0,0,"748,057",13.52523446,"18,303",9.81482026,"212,010",,97.925,83.15,74.15,4485,8.408493774
4,2006,New Brunswick,17.74188529,2.875928245,"33,904",10.43128828,0.000523298,0,0,0,"745,621",13.52197271,"19,331",9.869465304,"210,576",,102.1666667,84.675,78.8,4341,8.375860015
4,2007,New Brunswick,17.89114494,2.884305894,"35,567",10.47917352,0.000503027,0,0,0,"745,433",13.52172054,"20,589",9.932512232,"217,763",,101.45,89.69166667,87.66666667,3355.76,8.118433551
4,2008,New Brunswick,16.79914007,2.821327699,"36,476",10.50440979,0.000460553,0,0,1,"746,877",13.52365579,"21,971",9.997478681,"209,071",,113.6833333,115.1166667,93.825,4183.09,8.338805487
4,2009,New Brunswick,16.57606573,2.807959831,"35,912",10.48882678,0.000461575,0,0,1,"749,956",13.52776982,"22,734",10.03161688,"216,316",,91.425,79.13333333,94.7,3810.24,8.245447458
